remark,reading,comment,time
招商局置地(00978.HK)：拟17.35亿元向附属佛山依云房地产转让佛山地块,6774,2,2018-04-25 19:12:55
招商局置地提前赎回2.7亿美元可换股债券,3025,0,2018-06-22 20:50:21
招商局置地(00978)提前赎回2.698亿美元部分未偿还的可换股债券,2033,0,2018-06-22 20:20:14
招商局置地(00978.HK)附属提前赎回2.698亿美元可换股债券,1856,0,2018-06-22 20:16:59
部分贖回可換股債券,1234,0,2018-06-22 18:21:09
招商局置地(00978)获授10亿元银行定期贷款,2629,0,2018-06-15 20:06:04
招商局置地(00978.HK)获授额度不超10亿元的定期贷款,2168,0,2018-06-15 20:05:25
根據上市規則第13.18條之披露,1488,0,2018-06-15 19:24:51
招商局置地(00978.HK)获授额度不超10亿元定期贷款,2299,0,2018-06-13 16:57:34
银行向招商局置地提供不超10亿元贷款额度,3628,0,2018-06-13 16:52:28
根據上市規則第13.18條之披露,1344,0,2018-06-13 16:34:04
股份發行人的證券變動月報表,1216,0,2018-06-04 14:54:42
招商局置地(00978)调整债券转换价至每股2.7港元,3082,1,2018-06-01 18:01:27
请问，有知道派息什么时候到账的吗？,1066,0,2018-06-01 19:49:03
招商局置地(00978.HK)换股价因派息调至2.70港元,3486,0,2018-06-01 17:57:23
對二零二零年到期可換股債券之轉換價作出調整,1458,0,2018-06-01 17:36:20
澄清公告,1987,0,2018-05-11 17:33:35
股份發行人的證券變動月報表,1167,0,2018-05-03 16:59:26
於二零一八年四月二十七日舉行的股東週年大會表決結果,1345,0,2018-04-27 19:07:55
於二零一八年四月二十七日舉行之股東特別大會表決結果,1163,0,2018-04-27 18:56:39
招商局置地(00978)拟17.35亿元向附属转让佛山地块,5095,0,2018-04-25 19:09:53
須予披露交易-出售佛山招商中環房地產50%股權,1422,0,2018-04-25 19:05:53
招商局置地一季度销售下降11% 股价下跌4%,5107,0,2018-04-11 10:17:44
招商局置地(00978)第一季合同销售总额下降11%至53.68元,4461,1,2018-04-10 17:17:27
招商局置地(00978.HK)首3月合同销售总额下降11%至53.68亿元,4895,1,2018-04-10 17:20:28
截至二零一八年三月三十一日止三個月之未經審核營運數據,1214,0,2018-04-10 17:06:22
股份發行人的證券變動月報表,794,0,2018-04-03 15:16:31
股東特別大會適用之代表委任表格,879,0,2018-03-26 20:15:39
股東特別大會通告,993,0,2018-03-26 20:12:56
自股份溢價賬派付末期股息及股東特別大會通告,1463,0,2018-03-26 20:11:14
二零一八年四月二十七日星期五舉行之股東周年大會適用之代表委任表格,744,0,2018-03-26 20:10:33
股東週年大會通告,837,0,2018-03-26 20:07:56
建議授出購回股份及發行本公司新股份之一般授權、建議重選本公司退任董事及股東週年大會通告,898,0,2018-03-26 20:03:32
00978为优秀的企业点赞，这样的上市公司牛4倍市盈率,900,0,2018-03-26 14:36:29
00978  4倍的市盈率0.9倍的市净率不错,626,0,2018-03-21 10:07:54
00978每股分红0.1元派息率7%，股息率挺高的,595,0,2018-03-21 09:44:06
业绩点赞,520,0,2018-03-21 09:36:11
保利大龙,478,0,2018-03-21 09:11:22
招商局置地(00978)拟自股份溢价账宣派及派付末期股息每股0.1港元,5105,1,2018-03-20 19:11:03
招商局置地(00978.HK)拟自股份溢价账宣派及派付末期股息每股港币0.1元,4821,0,2018-03-20 19:16:04
招商局置地2017年溢利增102%至16.38亿元 每股派息0.1港元,5002,2,2018-03-20 17:47:56
建議自股份溢價賬宣派及派付末期股息,1373,0,2018-03-20 19:01:44
截至二零一七年十二月三十一日止年度全年業績公告,1499,0,2018-03-20 17:23:36
董事會會議日期,1463,0,2018-03-07 19:17:11
股份發行人的證券變動月報表,574,0,2018-03-01 17:45:57
招商局置地完成收购卓得股份,3026,0,2018-03-01 02:42:29
招商局置地完成卓得收购,3358,0,2018-02-28 17:12:01
完成須予披露及關連交易,797,0,2018-02-28 16:59:18
股份發行人的證券變動月報表,807,0,2018-02-02 17:50:14
招商局置地：成惠分别由瑞嘉及乐怡持有80%及20%权益,4906,4,2017-12-08 03:09:45
死乌龟庄,626,0,2018-01-31 14:51:04
吃屎庄,515,0,2018-01-31 14:07:02
抛吧，狗庄。全盘接受[大笑],492,0,2018-01-23 11:06:15
招商局置地获一银行授出最高6.6亿元贷款,5838,5,2018-01-18 17:08:14
招商局置地获银行提供总额度不超6.6亿元的贷款,8685,5,2018-01-18 17:02:07
根據上市規則第13.18條之披露,851,0,2018-01-18 16:41:57
招商局置地2017年合同销售总额241.57亿 同比上升51%,7163,1,2018-01-08 15:48:18
招商局置地全年合同销售总额同比上升51%至241.57亿元,5591,1,2018-01-08 13:17:34
招商局置地2017全年合同销售额241.57亿元,5969,0,2018-01-08 13:45:48
截至二零一七年十二月三十一日止年度的未經審核營運數據,1543,0,2018-01-08 12:19:51
股份發行人的證券變動月報表,579,0,2018-01-03 17:24:23
薪酬委員會的職權範圍,2311,0,2017-12-19 18:21:11
於二零一七年十二月十九日舉行之股東特別大會表決結果,893,0,2017-12-19 17:58:35
招商局置地附属公司拟出售佛山南海区地块权益,8504,0,2017-12-19 08:44:27
招商局置地(00978)21.1亿元售佛山南海地块予非全资附属公司,8427,3,2017-12-18 19:21:11
預予披露交易 - 出售佛山招商光華房地產50%股權,1408,0,2017-12-18 19:30:59
招商局置地附属公司参股南京房地产开发公司,9996,0,2017-12-11 09:19:28
預予披露交易 - 於南京薈合置業有限公司之投資,1630,0,2017-12-08 21:35:22
招商局置地控股股东股权架构发生变动,6945,0,2017-12-08 09:11:21
招商局置地：控股股东股权架构变动,9440,2,2017-12-07 20:37:34
公告控股股東之股權架構變動,1350,0,2017-12-07 20:20:11
招商局置地拟于12月19日举行股东特别大会,3768,3,2017-12-04 13:26:28
股東特別大會適用之代表委任表格,1158,0,2017-12-04 12:16:12
股東特別大會通告,1369,0,2017-12-04 12:14:40
向關連附屬公司額外注資及股東特別大會,1102,0,2017-12-04 12:10:21
股份發行人的證券變動月報表,1077,0,2017-12-01 17:50:15
招商局置地：公司预计今年业绩大幅增长,4277,1,2017-11-27 16:21:34
招商局置地向南京招商额外注资,9866,13,2017-11-21 17:24:09
主要及關連交易: 有關增資協議之補充協議,1344,0,2017-11-21 17:15:36
招商局置地预计全年净利增80%以上,5504,4,2017-11-20 15:25:36
招商局置地与重庆瀚置成立合营共同开发重庆地块 涉及投资总额23.6亿元,4373,4,2017-11-20 15:16:11
招商局置地发布2017年盈利预告：净利润预增不低于80%,5796,3,2017-11-20 15:21:28
招商局置地2017年净利预增不低于80%,3288,3,2017-11-20 13:19:34
招商局置地预期2017年度公司拥有人应占溢利同比增加逾80%,2699,3,2017-11-20 13:24:24
盈利預告,2266,0,2017-11-20 12:19:18
須予披露及關連交易: 成立合營公司以收購重慶地塊,1608,0,2017-11-17 18:33:46
澄清公告及延遲寄發有關主要及關連交易向關連附屬公司額外注資之通函,1483,0,2017-11-13 22:10:02
招商局置地：招商蛇口及深圳招商向南京招商额外注资合共100亿元,13156,3,2017-11-02 10:15:13
招商局置地及控股股东合共向南京招商增资100亿元,10156,4,2017-11-01 19:12:40
公告主要及關連交易 – 向關連附屬公司額外注資,1123,0,2017-11-01 18:50:52
股份發行人的證券變動月報表,756,0,2017-11-01 16:27:36
每次2000股，奇怪。,2595,1,2017-10-13 15:31:42
怎么都是2000股的成交，奇怪。,1054,0,2017-10-13 15:30:08
招商局置地站上2元不远了！,3555,1,2017-09-19 21:40:36
招商局置地前9个月合同销售总额同比增加33%至173.93亿元,4085,1,2017-10-12 09:35:41
招商局置地前9个月合同销售总额增加33%至173.93亿元,4564,6,2017-10-11 18:02:19
截至二零一七年九月三十日止九個月的未經審核營運數據,1730,0,2017-10-11 18:01:45
股份發行人的證券變動月報表,1015,0,2017-10-09 14:42:11
50w 锁仓,960,0,2017-09-26 10:23:10
招商局置地拟向合营佛山鼎图房地产再出资约5.59亿元,6012,8,2017-09-19 21:27:57
招商局置地或以股东贷款方式向佛山鼎图房地产再出资5.59亿元,6588,4,2017-09-19 21:21:52
招商局置地向佛山发展项目合营再出资5.59亿人民币,3990,2,2017-09-20 10:33:15
向佛山鼎圖房地產再出資,1370,0,2017-09-19 20:42:24
2017 中期報告,2521,0,2017-09-12 16:54:13
招商局置地附属斥3.217亿元收购江苏句容3幅地块,5803,13,2017-09-08 18:57:02
自願公告收購地塊,1882,0,2017-09-08 18:47:19
股份發行人的證券變動月報表,1419,0,2017-09-04 16:41:48
招商局置地中期赚约3亿人民币增4.7倍 不派息,5621,1,2017-08-24 10:01:16
招商局置地中期溢利大增470%至2.88亿元不派息,6662,10,2017-08-23 20:04:15
主要及關連交易 -  有關收購增城地塊之合營安排,1596,0,2017-08-23 21:47:11
主要交易 -  收購於中國廣東省佛山市之土地使用權,1640,0,2017-08-23 21:45:30
截至二零一七年六月三十日止六個月之 中期業績公告,1576,0,2017-08-23 19:54:39
全年业绩符合预期，派息大幅增长,11830,1,2017-03-14 00:00:00
董事會會議日期,1721,0,2017-08-09 19:30:45
股份發行人的證券變動月報表,1385,0,2017-08-01 16:46:17
進一步延遲寄發有關主要交易: 收購於中國廣東省佛山市之土地使用權 之通函,1934,0,2017-07-28 19:15:53
延遲寄發有關主要及關連交易: 有關收購增城地塊之合營安排 之通函,1385,0,2017-07-28 19:15:16
主要及關連交易: 成立一間合營公司,2124,0,2017-07-14 06:45:36
招商局置地次季合同销售总额73.9亿人民币增五成,2873,0,2017-07-11 10:18:10
招商局置地上半年合同销售总额133.98亿元同比增58%,2266,0,2017-07-10 19:31:05
截至二零一七年六月三十日止六個月之未經審核營運數據,1746,0,2017-07-10 19:11:20
招商局置地预期中期净利增长超3倍 午后直升7%,2861,0,2017-07-10 15:55:30
招商局置地预期2017年上半年净利润同比增长超3倍,2059,0,2017-07-10 13:42:08
哈哈,717,0,2017-07-10 13:08:28
正面盈利預告,2079,0,2017-07-10 12:13:22
股份發行人的證券變動月報表,800,0,2017-07-04 17:29:31
須予披露交易: 收購位於中國重慶市之土地使用權,1231,0,2017-06-23 18:07:20
延遲寄發有關主要交易: 收購於佛山市之土地使用權之通函,1151,0,2017-06-23 13:08:58
"2016環境, 社會及管治報告",1576,0,2017-06-22 17:22:56
招商局置地合营开发广州增城住宅用地,2345,0,2017-06-22 09:46:41
招商局置地成立合营公司以开发广州增城地块,2020,0,2017-06-21 23:39:09
主要及關連交易有關收購地塊之合營安排,1308,0,2017-06-21 22:56:48
招商局置地相关可换股债的换股价调至每股2.88港元,2437,0,2017-06-20 19:42:59
對二零二零年到期可換股債券之轉換價作出調整,984,0,2017-06-20 18:24:27
招商局置地逾20亿人民币投得佛山土地,1615,0,2017-06-19 10:32:27
招商局置地以20.15亿元竞得佛山南海区8.1万平方米地块,1531,0,2017-06-19 09:35:05
主要交易: 收購於中國廣東省佛山市之土地使用權,1171,0,2017-06-18 19:00:19
股份發行人的證券變動月報表,849,0,2017-06-01 17:19:36
招商局置地与广州鼎佳房地产共同开发佛山三水区项目,3745,0,2017-05-31 20:45:33
須予披露交易合作協議,1051,0,2017-05-31 20:02:22
修訂持續關連交易之年度上限,1223,0,2017-05-24 17:06:04
進一步延遲寄發有關主要及關連交易: 成立合營公司之通函,1063,0,2017-05-22 19:03:20
變更股份過戶登記總處的詳情,830,0,2017-05-17 19:41:13
招商局置地获银行6亿元定期贷款融资 期限三年,8232,0,2017-05-16 13:56:58
根據上市規則第13.18條之披露,890,0,2017-05-15 21:56:00
招商局置地获授不超过6亿元的定期贷款,4011,0,2017-05-15 21:42:25
招商局置地涨近6% 酝酿将大湾区项目基金化,14569,4,2017-04-28 15:50:50
股份發行人的證券變動月報表,745,0,2017-05-04 17:36:38
於二零一七年四月二十八日舉行之股東特別大會表決結果,803,0,2017-04-29 05:23:36
二零一七年四月二十八日舉行的股東週年大會表決結果,671,0,2017-04-29 05:23:14
一只即将上涨8倍的好股,1352,0,2017-04-15 10:45:13
招商局置地首季合同销售总额60亿人币 升70%,1583,0,2017-04-10 16:50:50
招商局置地首季合同销售总额增70% 现升逾2%,1748,0,2017-04-10 15:08:25
招商局置地斥43.5亿元收购广州一地块,1941,0,2017-04-10 13:46:34
招商局置地前3个月销售总额约60.13亿元,1556,0,2017-04-10 13:44:35
截至二零一七年三月三十一日止三個月之未經審核營運數據,1525,0,2017-04-10 12:25:33
自願公告收購地塊,1797,0,2017-04-10 12:17:49
持續關連交易 - 租賃協議,2193,0,2017-04-07 23:17:51
招商局置地拟自股份溢价账派付末期股息每股0.045港元,1977,0,2017-04-05 19:19:22
股東特別大會通告,1893,0,2017-04-05 18:55:25
股東特別大會適用之代表委任表格,1605,0,2017-04-05 18:55:25
自股份溢價賬派付末期股息及股東特別大會通告,1616,0,2017-04-05 18:47:03
建議自股份溢價賬宣派及派付末期股息,1801,0,2017-04-05 18:42:08
年報2016,2688,0,2017-04-05 12:24:42
股份發行人的證券變動月報表,819,0,2017-04-05 08:06:11
延遲寄發有關主要及關連交易: 成立合營公司之通函,3867,0,2017-03-24 22:06:25
股東週年大會通告,1422,0,2017-03-23 18:30:17
二零一七年四月二十八日星期五舉行之股東周年大會適用之代表委任表格,1124,0,2017-03-23 18:30:14
建議授出購回股份及發行本公司新股份之一般授權、建議重選本公司退任董事及股東週年大會通告,1207,0,2017-03-23 18:25:00
招商局置地2016年溢利8.11亿元 同比增长3.4倍,2239,0,2017-03-08 13:25:10
招商局置地去年多赚3.4倍 现升4%,1779,0,2017-03-08 10:52:03
招商局置地年度溢利8.11亿元 大增338%,1538,0,2017-03-07 18:04:12
截至二零一六年十二月三十一日止年度全年業績公告,1696,0,2017-03-07 17:35:48
招商局置地升逾3% 夥香港置地开发南京地,1530,0,2017-03-07 13:47:02
招商局置地夥香港置地等合营开发南京商住项目,2131,0,2017-03-07 09:31:45
招商局置地附属98.1亿元投得南京土地,2049,0,2017-03-07 08:56:22
主要及關連交易: 成立合營公司,1533,0,2017-03-06 23:07:08
招商局置地明天放榜 现微升1%靠稳,1103,0,2017-03-06 15:41:48
股份發行人的證券變動月報表,1495,0,2017-03-03 11:30:26
董事會會議日期,5212,0,2017-02-24 22:23:34
招商局置地斥资1.35亿元收购佛山高明区一地块,2254,0,2017-02-10 20:30:04
自願公告收購地塊,6253,0,2017-02-10 19:58:10
股份發行人的證券變動月報表,5797,0,2017-02-01 17:06:52
招商局置地去年销售额增79% 现升2%,2299,0,2017-01-13 15:21:32
招商局置地2016年销售额159.86亿元大增79%,2527,0,2017-01-12 18:04:34
截至2016年12月31日止年度的未經審核運營數據,1778,0,2017-01-12 17:11:17
招商局置地购入南京一住宅地皮 作价10.2亿人币,1857,0,2017-01-12 17:01:58
招商局置地10.2亿元收购南京住宅用地,1954,0,2017-01-12 17:00:57
自願公告收購地塊,1556,0,2017-01-12 16:45:19
招商局置地完成5.04亿港元收购香港一公寓大厦,3959,0,2017-01-05 16:16:11
招商局置地拟复制「CM+」服务式公寓模式到多个城市,3307,0,2017-01-05 15:18:45
股份發行人的證券變動月報表,1196,0,2017-01-05 10:55:43
招商局置地完成收购物业项目公司佳临,1408,0,2017-01-05 09:04:38
完成須予披露及關連交易,1326,0,2017-01-05 06:51:45
陈颕茵辞任招商局置地公司秘书由刘准羽接任,2053,0,2017-01-03 20:42:26
更換公司秘書,1219,0,2017-01-03 20:20:16
股份發行人的證券變動月報表,2586,0,2016-12-01 16:24:35
聚焦优势城市，打造轻资产运营平台,3620,0,2016-11-29 00:00:00
招商局置地附属成立合营公司专为开发南京2016G60土地,3706,1,2016-11-24 21:45:20
關連交易: 成立合營公司,2000,0,2016-11-24 21:22:38
港股00286目前股价不到1元，随时一飞冲天！,1792,0,2016-11-17 12:20:53
招商局置地斥17.52亿元购佛山6.87万平米地块,3276,0,2016-11-11 14:07:40
招商局置地以17.52亿元购买佛山6.87万平方米地块,2124,0,2016-11-11 13:39:45
招商局置地斥17.5亿人币购佛山土地,1975,0,2016-11-11 08:59:34
自願公告 收購地塊,7938,0,2016-11-10 20:02:15
股份發行人的證券變動月報表,6097,0,2016-11-01 16:11:55
主要及關連交易: 成立合營公司 及 來自關連人士之財務資助,5463,0,2016-10-27 18:34:52
招商局置地收购佳临及卓得股权事项获股东大会通过,2582,0,2016-10-11 20:54:46
於二零一六年十月十一日舉行之股東特別大會表決結果,7978,0,2016-10-11 19:55:05
正面盈利預告,8142,0,2016-10-10 22:38:43
截至二零一六年九月三十日止九個月的 未經審核營運數據,7849,0,2016-10-10 22:37:52
招商局置地预计年度溢利同比显著上升不少于150%,1936,0,2016-10-10 20:44:03
招商局置地三季度合同销售总额约45.744亿元同比增长157%,1977,0,2016-10-10 20:11:56
股份發行人的證券變動月報表,13120,0,2016-10-03 16:09:11
有關涉及成立合營公司之 主要交易之補充協議;及 關連交易,759,0,2016-09-24 09:14:00
招商局置地非全资附属投资于合营企业比例改变,1859,0,2016-09-23 21:27:17
公告 進一步延遲寄發有關重大交易之通函: 成立合營公司,8289,0,2016-09-22 22:22:43
2016中期報告,1236,0,2016-09-22 00:09:32
有關收購佳臨及卓得 全部股本權益及 股東貸款之須予披露及 關連交易,10292,0,2016-09-14 22:35:06
股東特別大會通告,10029,0,2016-09-14 22:33:45
於二零一六年十月十一日(星期二)舉行之股東特別大會適用之代表委任表格,10105,0,2016-09-14 22:33:45
股份發行人的證券變動月報表,18856,0,2016-09-02 15:46:29
截至二零一六年六月三十日止六個月之中期業績公告,4800,0,2016-08-18 17:13:10
有關收購佳臨及卓得全部股本權益及股東貸款之須予披露及關連交易,4832,0,2016-08-18 17:13:09
委任總經理及更換財務總監,4696,0,2016-08-18 17:00:56
董事會會議日期,6000,0,2016-08-08 17:17:40
股份發行人的證券變動月報表,4856,0,2016-08-03 11:28:29
更改香港主要營業地點,6389,0,2016-08-01 12:39:55
澄清公告延遲寄發有關重大交易之通函:成立合營公司,6804,0,2016-07-25 20:56:36
延遲寄發有關重大交易之通函:成立合營公司,20009,0,2016-07-22 19:18:38
盈利預告,20752,0,2016-07-22 16:42:29
截至二零一六年六月三十日止六個月之未經審核營運數據,7517,0,2016-07-08 06:19:59
股份發行人的證券變動月報表,6090,0,2016-07-05 14:25:05
主要交易:成立合營公司,7457,0,2016-06-30 21:06:33
有關截至二零一五年十二月三十一日止年度年報之澄清公告,10403,0,2016-06-23 20:11:00
股份發行人的證券變動月報表,7454,0,2016-06-02 11:29:08
根據上市規則第13.18條之披露,9137,0,2016-05-31 18:12:33
"有關於二零一八年到期的500,000,000美元4.021厘信用增強債券的控制權變動通知",9288,0,2016-05-31 18:01:10
"有關於二零一八年到期的500,000,000美元4.021厘信用增強債券的控制權變動通知",9112,0,2016-05-31 17:42:27
股份發行人的證券變動月報表,6401,0,2016-05-05 10:32:51
二零一六年四月二十六日舉行的股東週年大會表決結果,3568,0,2016-04-26 21:38:47
須予披露交易認購股份,8732,0,2016-04-08 19:28:09
截至二零一六年三月三十一日止三個月之未經審核營運數據,7682,0,2016-04-08 17:30:10
自願公告收購地塊,7725,0,2016-04-08 17:30:10
股份發行人的證券變動月報表,6915,0,2016-04-06 10:19:33
建議授出購回股份及發行本公司新股份之一般授權、建議重選本公司退任董事及股東週年大會通告,10609,1,2016-03-22 18:03:18
招商局亚太价值分析：仍可期待,2922,0,2016-03-29 09:30:08
股東週年大會通告,9712,0,2016-03-22 18:03:18
二零一六年四月二十六日星期二舉行之股東週年大會適用之代表委任表格,9528,0,2016-03-22 18:00:33
年報2015,9884,0,2016-03-22 17:54:24
董事名單與其角色和職能,70813,0,2016-03-20 18:18:26
董事之變動、董事會主席、本公司提名委員會主席及本公司薪酬委員會成員之變動及授權代表之變動,71145,0,2016-03-20 18:09:46
股份發行人的證券變動月報表,14164,0,2016-03-04 17:32:53
2015年盈利下跌已属预期，2016年前景将会好转,12905,0,2016-03-01 19:44:36
FY15 profit decline well expected. Sound 2016 outlook,12441,0,2016-02-29 20:27:40
截至二零一五年十二月三十一日止年度全年業績公告,12752,0,2016-02-26 16:49:04
董事會會議日期,20044,0,2016-02-16 17:13:06
股份發行人的證券變動月報表,10976,0,2016-02-02 11:24:15
截至二零一五年十二月三十一日止年度的 未經審核營運數據,27064,1,2016-01-15 20:47:45
盈利預警,27245,1,2016-01-15 20:47:45
Positive on 2016 developments,126,0,2016-01-18 00:00:00
看好2016年的发展,1865,0,2016-01-18 00:00:00
Positive on 2016 developments,749,0,2016-01-15 00:00:00
股份發行人的證券變動月報表,14930,0,2016-01-06 16:43:48
持續關連交易: 運營協議及 物業管理協議,14447,0,2015-12-29 18:36:50
業績公告 (摘要),1857,1,2015-12-15 10:38:07
業績公告,1191,0,2015-12-15 10:37:00
財務報表,1174,0,2015-12-15 10:29:07
公告,1172,0,2015-12-15 09:58:27
公告,1094,0,2015-12-15 09:42:50
公告,1141,0,2015-12-15 09:32:33
股價及成交量的不尋常波動,1222,0,2015-12-15 08:57:42
業績公告 (摘要),1131,0,2015-12-15 07:14:13
業績公告,1156,0,2015-12-15 07:14:13
股東大會通告,1124,0,2015-12-15 07:04:38
委任表格,1190,0,2015-12-15 06:59:29
財務報表,1128,0,2015-12-15 06:59:27
公告,1147,0,2015-12-15 06:05:00
股東大會通告,1212,0,2015-12-15 05:41:08
委任表格,1169,0,2015-12-15 05:40:07
股東大會結果,1126,0,2015-12-15 05:31:23
股價及成交量的不尋常波動,1152,0,2015-12-15 05:12:39
業績公告,1079,0,2015-12-15 04:41:35
業績公告 (摘要),1078,0,2015-12-15 04:41:34
財務報表,1168,0,2015-12-15 04:36:09
公告,1054,0,2015-12-15 04:06:05
公告,1098,0,2015-12-15 03:40:55
公告,1089,0,2015-12-15 03:30:10
股價及成交量的不尋常波動,1132,0,2015-12-15 02:17:30
公告,1044,0,2015-12-15 01:47:34
業績公告 (摘要),1023,0,2015-12-15 01:27:18
業績公告,1028,0,2015-12-15 01:26:10
股東大會通告,1044,0,2015-12-15 01:18:42
財務報表,1126,0,2015-12-15 01:17:21
公告,1036,0,2015-12-15 00:04:45
業績公告,932,0,2015-12-14 22:54:50
財務報表,1070,0,2015-12-14 22:49:11
業績公告,965,0,2015-12-14 21:56:40
公告,977,0,2015-12-14 21:43:45
業績公告,1060,0,2015-12-14 21:16:53
公告,938,0,2015-12-14 21:02:52
股東大會通告,1050,0,2015-12-14 20:18:26
業績公告,1044,0,2015-12-14 20:18:26
公告,938,0,2015-12-14 20:13:12
公告,997,0,2015-12-14 20:13:11
業績公告 (摘要),1312,1,2015-12-14 18:52:13
業績公告,1044,0,2015-12-14 19:40:27
業績公告,953,0,2015-12-14 18:52:12
財務報表,1182,0,2015-12-14 18:48:06
公告,896,0,2015-12-14 18:28:48
業績公告 (摘要) (由東力實業控股修訂),1047,0,2015-12-14 17:56:40
業績公告,968,0,2015-12-14 17:56:38
財務報表,972,0,2015-12-14 17:53:47
公告,874,0,2015-12-14 16:39:00
股東大會通告,1053,0,2015-12-14 16:27:42
業績公告,889,0,2015-12-14 16:24:12
業績公告 (摘要),858,0,2015-12-14 16:24:12
年報,1022,0,2015-12-14 16:17:35
公告,951,0,2015-12-14 15:39:08
董事名單與其角色和職能,1477,0,2015-12-04 19:29:07
董事辭任 及授權代表之變更,1551,0,2015-12-04 19:28:57
股份發行人的證券變動月報表,1190,0,2015-12-03 23:01:24
終止須予披露交易,1775,0,2015-11-13 20:42:49
審核委員會職權範圍,2058,0,2015-11-13 20:17:48
这个吧里怎么没人气啊,987,0,2015-11-12 11:31:21
股份發行人的證券變動月報表,686,0,2015-11-04 21:52:54
为什么港股涨的这么凶？,871,0,2015-10-14 11:48:28
截至二零一五年九月三十日止九個月的 未經審核營運數據,966,0,2015-10-09 07:06:11
股份發行人的證券變動月報表,656,0,2015-10-07 09:54:27
自願公告,854,0,2015-09-24 08:52:46
自願公告,1001,0,2015-09-23 06:48:37
須予披露及關連交易: 成立合營公司 及 提供財務資助,1047,0,2015-09-18 23:38:07
自願公告,1080,0,2015-09-18 06:34:04
自願公告,771,0,2015-09-16 06:26:22
有關提供財務資助的須予披露交易,933,0,2015-09-11 22:52:00
自願公告,785,0,2015-09-10 06:45:59
股份發行人的證券變動月報表,794,0,2015-09-07 22:03:10
自願公告,868,0,2015-09-01 06:43:09
免去董事、 董事會主席 及 本公司提名委員會主席變更,1351,0,2015-08-27 23:24:56
董事名單與其角色和職能,961,0,2015-08-27 23:24:56
自願公告,884,0,2015-08-25 06:31:41
2015 中期報告,900,0,2015-08-21 17:26:50
自願公告,886,0,2015-08-18 06:14:18
董事名單與其角色和職能,811,0,2015-08-17 20:12:39
董事辭任 及授權代表之變更,994,0,2015-08-17 19:12:30
招商局置地上半年营收13.95亿元 同比下降60%,2497,0,2015-08-12 17:54:46
截至二零一五年六月三十日止六個月 中期業績公告,912,0,2015-08-11 17:34:03
自願公告收購地塊,846,0,2015-08-11 06:32:44
自願公告,833,0,2015-08-11 06:32:38
前景向好，推荐,1097,0,2015-08-06 00:00:00
股份發行人的證券變動月報表,747,0,2015-08-05 22:18:12
自願公告,863,0,2015-08-04 07:11:13
董事會會議日期,859,0,2015-07-30 16:59:50
自願公告,815,0,2015-07-28 06:50:17
自願公告,840,0,2015-07-21 06:55:06
盈利預告,1505,1,2015-07-16 18:47:26
自願公告,1012,0,2015-07-14 06:30:34
截至二零一五年六月三十日止六個月的 未經審核營運數據,1251,0,2015-07-10 06:50:41
自願公告,946,0,2015-07-07 06:36:11
股份發行人的證券變動月報表,942,0,2015-07-04 09:31:55
自願公告,982,0,2015-06-30 06:51:59
"完成發行由本公司擔保於二零二零年到期的290,000,000美元 0.50厘信用增強可換股債券(",1187,0,2015-06-23 21:10:49
自願公告,930,0,2015-06-23 07:07:56
自願公告,990,0,2015-06-15 08:10:14
自願公告,1208,0,2015-06-08 08:36:12
股份發行人的證券變動月報表,781,0,2015-06-04 22:24:44
交易所通告 - 復牌,1240,0,2015-06-03 10:10:49
"發行由本公司擔保於二零二零年到期的290,000,000美元 0.50厘信用增強可換股債券(信用",1290,0,2015-06-03 07:10:27
短暫停牌,1144,0,2015-06-02 21:09:19
交易所通告 - 短暫停牌,1249,0,2015-06-02 16:08:07
招商局置地突停牌 控股股东招商地产4月底停牌至今,2414,0,2015-06-02 15:54:00
自願公告,1183,0,2015-06-01 08:00:07
自願公告,1102,0,2015-05-25 18:31:53
自願公告,1088,0,2015-05-18 08:14:57
招商局置地6800万元人民币增资广州市房产项目,2138,0,2015-05-06 11:25:34
股份發行人的證券變動月報表,884,0,2015-05-06 08:02:01
須予披露及關連交易: 收購兩間項目公司之股本權益及 向兩間項目公司提供股東貸款,1065,0,2015-05-06 08:00:02
招商局置地：母企集团筹划地产板块整合事项,2268,0,2015-04-27 14:29:23
自願公告,1835,0,2015-04-27 07:56:53
二零一五年四月二十三日舉行的 股東週年大會表決結果,1810,0,2015-04-24 01:16:59
自願公告,1393,0,2015-04-19 20:18:06
董事名單與其角色和職能,1592,0,2015-04-16 15:10:21
持續關連交易: 採購協議,1371,0,2015-04-16 15:10:20
買賣協議完成 及 委任獨立財務顧問,1340,0,2015-04-14 15:27:53
招商局置地6.3亿人民币购佛山商住地,1789,0,2015-04-10 17:59:47
招商局置地首季合同销售总额升38%至15.7亿人币,1881,0,2015-04-10 17:57:08
截至二零一五年三月三十一日止三個月之 未經審核營運數據,1443,0,2015-04-09 19:47:52
自願公告 收購地塊,1394,0,2015-04-09 18:43:48
股價及成交量不尋常變動,1462,0,2015-04-08 22:10:45
股份發行人的證券變動月報表,1256,0,2015-04-02 16:52:57
招商局置地获1亿美元三年期融资,1786,0,2015-04-01 20:05:30
根據上市規則第13.18條之披露,1231,0,2015-03-31 21:37:08
須予披露交易:視作出售一間附屬公司權益,1049,0,2015-03-25 21:38:50
須予披露交易: 成立合營公司,1037,0,2015-03-24 08:37:15
股份發行人的證券變動月報表,913,0,2015-03-20 15:34:14
股東週年大會通告,1185,0,2015-03-19 18:07:12
